,pairs,counts,probs
0,AAA,1,1.2445736588474252e-06
1,AAB,23,2.862519415349078e-05
2,AAC,26,3.2358915130033056e-05
3,AAD,27,3.360348878888048e-05
4,AAE,4,4.978294635389701e-06
5,AAF,27,3.360348878888048e-05
6,AAG,26,3.2358915130033056e-05
7,AAH,8,9.956589270779402e-06
8,AAI,6,7.4674419530845516e-06
9,AAJ,0,0.0
10,AAK,46,5.725038830698156e-05
11,AAL,62,7.716356684854036e-05
12,AAM,17,2.1157752200406228e-05
13,AAN,47,5.849496196582899e-05
14,AAO,0,0.0
15,AAP,11,1.3690310247321678e-05
16,AAQ,0,0.0
17,AAR,150,0.00018668604882711377
18,AAS,85,0.00010578876100203115
19,AAT,44,5.476124098928671e-05
20,AAU,6,7.4674419530845516e-06
21,AAV,7,8.712015611931977e-06
22,AAW,1,1.2445736588474252e-06
23,AAX,0,0.0
24,AAY,8,9.956589270779402e-06
25,AAZ,0,0.0
26,ABA,549,0.0006832709387072364
27,ABB,173,0.00021531124298060456
28,ABC,3,3.7337209765422758e-06
29,ABD,115,0.0001431259707674539
30,ABE,486,0.0006048627981998486
31,ABF,2,2.4891473176948504e-06
32,ABG,1,1.2445736588474252e-06
33,ABH,23,2.862519415349078e-05
34,ABI,313,0.0003895515552192441
35,ABJ,2,2.4891473176948504e-06
36,ABK,9,1.1201162929626827e-05
37,ABL,131,0.0001630391493090127
38,ABM,2,2.4891473176948504e-06
39,ABN,17,2.1157752200406228e-05
40,ABO,233,0.0002899856625114501
41,ABP,1,1.2445736588474252e-06
42,ABQ,0,0.0
43,ABR,251,0.0003123879883707037
44,ABS,27,3.360348878888048e-05
45,ABT,10,1.2445736588474251e-05
46,ABU,123,0.0001530825600382333
47,ABV,0,0.0
48,ABW,1,1.2445736588474252e-06
49,ABX,0,0.0
50,ABY,47,5.849496196582899e-05
51,ABZ,1,1.2445736588474252e-06
52,ACA,264,0.00032856744593572025
53,ACB,5,6.222868294237126e-06
54,ACC,321,0.0003995081444900235
55,ACD,18,2.2402325859253653e-05
56,ACE,279,0.00034723605081843166
57,ACF,10,1.2445736588474251e-05
58,ACG,13,1.6179457565016528e-05
59,ACH,1346,0.0016751961448086344
60,ACI,252,0.00031363256202955115
61,ACJ,0,0.0
62,ACK,943,0.001173632960293122
63,ACL,46,5.725038830698156e-05
64,ACM,21,2.613604683579593e-05
65,ACN,18,2.2402325859253653e-05
66,ACO,293,0.0003646600820422956
67,ACP,9,1.1201162929626827e-05
68,ACQ,50,6.222868294237126e-05
69,ACR,69,8.587558246047234e-05
70,ACS,22,2.7380620494643356e-05
71,ACT,23,2.862519415349078e-05
72,ACU,65,8.089728782508264e-05
73,ACV,6,7.4674419530845516e-06
74,ACW,4,4.978294635389701e-06
75,ACX,0,0.0
76,ACY,28,3.4848062447727906e-05
77,ACZ,96,0.00011947907124935283
78,ADA,504,0.0006272651240591023
79,ADB,28,3.4848062447727906e-05
80,ADC,9,1.1201162929626827e-05
81,ADD,260,0.00032358915130033055
82,ADE,651,0.0008102174519096739
83,ADF,15,1.8668604882711378e-05
84,ADG,29,3.609263610657533e-05
85,ADH,56,6.969612489545581e-05
86,ADI,424,0.0005276992313513083
87,ADJ,14,1.7424031223863953e-05
88,ADK,32,3.9826357083117606e-05
89,ADL,131,0.0001630391493090127
90,ADM,36,4.4804651718507306e-05
91,ADN,34,4.2315504400812456e-05
92,ADO,438,0.0005451232625751722
93,ADP,2,2.4891473176948504e-06
94,ADQ,0,0.0
95,ADR,125,0.00015557170735592816
96,ADS,54,6.720697757776096e-05
97,ADT,68,8.463100880162491e-05
98,ADU,82,0.00010205504002548886
99,ADV,6,7.4674419530845516e-06
100,ADW,43,5.351666733043929e-05
101,ADX,0,0.0
102,ADY,105,0.00013068023417897964
103,ADZ,38,4.7293799036202156e-05
104,AEA,5,6.222868294237126e-06
105,AEB,25,3.111434147118563e-05
106,AEC,26,3.2358915130033056e-05
107,AED,35,4.356007805965988e-05
108,AEE,5,6.222868294237126e-06
109,AEF,32,3.9826357083117606e-05
110,AEG,42,5.227209367159186e-05
111,AEH,36,4.4804651718507306e-05
112,AEI,9,1.1201162929626827e-05
113,AEJ,0,0.0
114,AEK,12,1.4934883906169103e-05
115,AEL,83,0.0001032996136843363
116,AEM,22,2.7380620494643356e-05
117,AEN,53,6.596240391891354e-05
118,AEO,2,2.4891473176948504e-06
119,AEP,12,1.4934883906169103e-05
120,AEQ,0,0.0
121,AER,89,0.00011076705563742085
122,AES,92,0.00011450077661396313
123,AET,70,8.712015611931976e-05
124,AEU,6,7.4674419530845516e-06
125,AEV,12,1.4934883906169103e-05
126,AEW,2,2.4891473176948504e-06
127,AEX,0,0.0
128,AEY,4,4.978294635389701e-06
129,AEZ,24,2.9869767812338206e-05
130,AFA,127,0.000158060854673623
131,AFB,2,2.4891473176948504e-06
132,AFC,2,2.4891473176948504e-06
133,AFD,5,6.222868294237126e-06
134,AFE,114,0.00014188139710860647
135,AFF,388,0.000482894579632801
136,AFG,2,2.4891473176948504e-06
137,AFH,2,2.4891473176948504e-06
138,AFI,97,0.00012072364490820025
139,AFJ,0,0.0
140,AFK,9,1.1201162929626827e-05
141,AFL,48,5.973953562467641e-05
142,AFM,7,8.712015611931977e-06
143,AFN,11,1.3690310247321678e-05
144,AFO,94,0.00011698992393165798
145,AFP,0,0.0
146,AFQ,1,1.2445736588474252e-06
147,AFR,59,7.342984587199809e-05
148,AFS,17,2.1157752200406228e-05
149,AFT,80,9.956589270779401e-05
150,AFU,32,3.9826357083117606e-05
151,AFV,0,0.0
152,AFW,0,0.0
153,AFX,0,0.0
154,AFY,1,1.2445736588474252e-06
155,AFZ,4,4.978294635389701e-06
156,AGA,568,0.0007069178382253375
157,AGB,26,3.2358915130033056e-05
158,AGC,3,3.7337209765422758e-06
159,AGD,25,3.111434147118563e-05
160,AGE,612,0.0007616790792146242
161,AGF,1,1.2445736588474252e-06
162,AGG,204,0.00025389302640487475
163,AGH,139,0.0001729957385797921
164,AGI,140,0.00017424031223863952
165,AGJ,0,0.0
166,AGK,0,0.0
167,AGL,296,0.00036839380301883785
168,AGM,16,1.9913178541558803e-05
169,AGN,250,0.0003111434147118563
170,AGO,257,0.0003198554303237883
171,AGP,9,1.1201162929626827e-05
172,AGQ,0,0.0
173,AGR,113,0.00014063682344975906
174,AGS,32,3.9826357083117606e-05
175,AGT,19,2.3646899518101078e-05
176,AGU,262,0.0003260782986180254
177,AGV,0,0.0
178,AGW,14,1.7424031223863953e-05
179,AGX,0,0.0
180,AGY,28,3.4848062447727906e-05
181,AGZ,0,0.0
182,AHA,327,0.00040697558644310806
183,AHB,14,1.7424031223863953e-05
184,AHC,1,1.2445736588474252e-06
185,AHD,12,1.4934883906169103e-05
186,AHE,143,0.0001779740332151818
187,AHF,3,3.7337209765422758e-06
188,AHG,3,3.7337209765422758e-06
189,AHH,7,8.712015611931977e-06
190,AHI,138,0.00017175116492094467
191,AHJ,3,3.7337209765422758e-06
192,AHK,4,4.978294635389701e-06
193,AHL,332,0.0004131984547373452
194,AHM,95,0.0001182344975905054
195,AHN,135,0.0001680174439444024
196,AHO,108,0.00013441395515552192
197,AHP,0,0.0
198,AHQ,2,2.4891473176948504e-06
199,AHR,121,0.00015059341272053846
200,AHS,17,2.1157752200406228e-05
201,AHT,8,9.956589270779402e-06
202,AHU,52,6.471783026006611e-05
203,AHV,2,2.4891473176948504e-06
204,AHW,2,2.4891473176948504e-06
205,AHX,0,0.0
206,AHY,15,1.8668604882711378e-05
207,AHZ,2,2.4891473176948504e-06
208,AIA,52,6.471783026006611e-05
209,AIB,33,4.107093074196503e-05
210,AIC,53,6.596240391891354e-05
211,AID,128,0.00015930542833247042
212,AIE,61,7.591899318969294e-05
213,AIF,20,2.4891473176948503e-05
214,AIG,78,9.707674539009916e-05
215,AIH,4,4.978294635389701e-06
216,AII,3,3.7337209765422758e-06
217,AIJ,5,6.222868294237126e-06
218,AIK,49,6.098410928352384e-05
219,AIL,244,0.00030367597275877175
220,AIM,86,0.00010703333466087858
221,AIN,573,0.0007131407065195746
222,AIO,39,4.853837269504958e-05
223,AIP,9,1.1201162929626827e-05
224,AIQ,0,0.0
225,AIR,266,0.0003310565932534151
226,AIS,228,0.00028376279421721295
227,AIT,197,0.0002451810107929428
228,AIU,8,9.956589270779402e-06
229,AIV,9,1.1201162929626827e-05
230,AIW,5,6.222868294237126e-06
231,AIX,6,7.4674419530845516e-06
232,AIY,5,6.222868294237126e-06
233,AIZ,47,5.849496196582899e-05
234,AJA,146,0.00018170775419172407
235,AJB,1,1.2445736588474252e-06
236,AJC,19,2.3646899518101078e-05
237,AJD,25,3.111434147118563e-05
238,AJE,88,0.00010952248197857343
239,AJF,1,1.2445736588474252e-06
240,AJG,2,2.4891473176948504e-06
241,AJH,2,2.4891473176948504e-06
242,AJI,70,8.712015611931976e-05
243,AJJ,10,1.2445736588474251e-05
244,AJK,22,2.7380620494643356e-05
245,AJL,7,8.712015611931977e-06
246,AJM,12,1.4934883906169103e-05
247,AJN,7,8.712015611931977e-06
248,AJO,46,5.725038830698156e-05
249,AJP,5,6.222868294237126e-06
250,AJQ,1,1.2445736588474252e-06
251,AJR,10,1.2445736588474251e-05
252,AJS,11,1.3690310247321678e-05
253,AJT,3,3.7337209765422758e-06
254,AJU,30,3.7337209765422756e-05
255,AJV,1,1.2445736588474252e-06
256,AJW,2,2.4891473176948504e-06
257,AJX,0,0.0
258,AJY,1,1.2445736588474252e-06
259,AJZ,1,1.2445736588474252e-06
260,AKA,281,0.0003497251981361265
261,AKB,5,6.222868294237126e-06
262,AKC,1,1.2445736588474252e-06
263,AKD,10,1.2445736588474251e-05
264,AKE,462,0.0005749930303875104
265,AKF,2,2.4891473176948504e-06
266,AKG,2,2.4891473176948504e-06
267,AKH,64,7.965271416623521e-05
268,AKI,275,0.00034225775618304196
269,AKJ,1,1.2445736588474252e-06
270,AKK,37,4.604922537735473e-05
271,AKL,55,6.845155123660839e-05
272,AKM,9,1.1201162929626827e-05
273,AKN,6,7.4674419530845516e-06
274,AKO,225,0.0002800290732406707
275,AKP,2,2.4891473176948504e-06
276,AKQ,0,0.0
277,AKR,47,5.849496196582899e-05
278,AKS,70,8.712015611931976e-05
279,AKT,15,1.8668604882711378e-05
280,AKU,88,0.00010952248197857343
281,AKV,1,1.2445736588474252e-06
282,AKW,5,6.222868294237126e-06
283,AKX,0,0.0
284,AKY,15,1.8668604882711378e-05
285,AKZ,2,2.4891473176948504e-06
286,ALA,1169,0.00145490660719264
287,ALB,280,0.00034848062447727905
288,ALC,231,0.0002874965151937552
289,ALD,596,0.0007417659006730655
290,ALE,1229,0.0015295810267234855
291,ALF,110,0.00013690310247321677
292,ALG,76,9.458759807240431e-05
293,ALH,65,8.089728782508264e-05
294,ALI,793,0.0009869469114660082
295,ALJ,15,1.8668604882711378e-05
296,ALK,243,0.0003024313990999243
297,ALL,1940,0.002414472898164005
298,ALM,303,0.00037710581863076986
299,ALN,27,3.360348878888048e-05
300,ALO,445,0.0005538352781871042
301,ALP,79,9.832131904894659e-05
302,ALQ,14,1.7424031223863953e-05
303,ALR,23,2.862519415349078e-05
304,ALS,328,0.00040822016010195545
305,ALT,418,0.0005202317893982238
306,ALU,161,0.00020037635907443546
307,ALV,259,0.0003223445776414831
308,ALW,40,4.9782946353897006e-05
309,ALX,1,1.2445736588474252e-06
310,ALY,93,0.00011574535027281055
311,ALZ,79,9.832131904894659e-05
312,AMA,864,0.0010753116412441754
313,AMB,520,0.0006471783026006611
314,AMC,21,2.613604683579593e-05
315,AMD,31,3.858178342427018e-05
316,AME,476,0.0005924170616113745
317,AMF,12,1.4934883906169103e-05
318,AMG,8,9.956589270779402e-06
319,AMH,11,1.3690310247321678e-05
320,AMI,516,0.0006422000079652715
321,AMJ,11,1.3690310247321678e-05
322,AMK,31,3.858178342427018e-05
323,AML,71,8.836472977816719e-05
324,AMM,349,0.0004343562069377514
325,AMN,19,2.3646899518101078e-05
326,AMO,488,0.0006073519455175435
327,AMP,596,0.0007417659006730655
328,AMQ,1,1.2445736588474252e-06
329,AMR,58,7.218527221315066e-05
330,AMS,183,0.0002277569795690788
331,AMT,8,9.956589270779402e-06
332,AMU,117,0.00014561511808514876
333,AMV,3,3.7337209765422758e-06
334,AMW,7,8.712015611931977e-06
335,AMX,0,0.0
336,AMY,62,7.716356684854036e-05
337,AMZ,14,1.7424031223863953e-05
338,ANA,899,0.0011188717193038353
339,ANB,117,0.00014561511808514876
340,ANC,818,0.0010180612529371938
341,AND,2931,0.0036478453940818035
342,ANE,970,0.0012072364490820025
343,ANF,94,0.00011698992393165798
344,ANG,1092,0.0013590744354613883
345,ANH,140,0.00017424031223863952
346,ANI,1291,0.001606744593572026
347,ANJ,62,7.716356684854036e-05
348,ANK,502,0.0006247759767414074
349,ANL,115,0.0001431259707674539
350,ANM,37,4.604922537735473e-05
351,ANN,1582,0.001968915528296627
352,ANO,1389,0.0017287128121390737
353,ANP,36,4.4804651718507306e-05
354,ANQ,25,3.111434147118563e-05
355,ANR,56,6.969612489545581e-05
356,ANS,842,0.001047931020749532
357,ANT,1495,0.0018606376199769008
358,ANU,170,0.0002115775220040623
359,ANV,65,8.089728782508264e-05
360,ANW,67,8.338643514277749e-05
361,ANX,2,2.4891473176948504e-06
362,ANY,166,0.0002065992273686726
363,ANZ,349,0.0004343562069377514
364,AOA,9,1.1201162929626827e-05
365,AOB,0,0.0
366,AOC,0,0.0
367,AOD,0,0.0
368,AOE,1,1.2445736588474252e-06
369,AOF,0,0.0
370,AOG,1,1.2445736588474252e-06
371,AOH,2,2.4891473176948504e-06
372,AOI,7,8.712015611931977e-06
373,AOJ,0,0.0
374,AOK,14,1.7424031223863953e-05
375,AOL,39,4.853837269504958e-05
376,AOM,1,1.2445736588474252e-06
377,AON,16,1.9913178541558803e-05
378,AOO,1,1.2445736588474252e-06
379,AOP,3,3.7337209765422758e-06
380,AOQ,0,0.0
381,AOR,13,1.6179457565016528e-05
382,AOS,7,8.712015611931977e-06
383,AOT,2,2.4891473176948504e-06
384,AOU,31,3.858178342427018e-05
385,AOV,0,0.0
386,AOW,0,0.0
387,AOX,0,0.0
388,AOY,3,3.7337209765422758e-06
389,AOZ,1,1.2445736588474252e-06
390,APA,248,0.00030865426739416145
391,APB,0,0.0
392,APC,12,1.4934883906169103e-05
393,APD,4,4.978294635389701e-06
394,APE,206,0.00025638217372256957
395,APF,15,1.8668604882711378e-05
396,APG,4,4.978294635389701e-06
397,APH,37,4.604922537735473e-05
398,API,196,0.00024393643713409535
399,APJ,0,0.0
400,APK,29,3.609263610657533e-05
401,APL,88,0.00010952248197857343
402,APM,5,6.222868294237126e-06
403,APN,8,9.956589270779402e-06
404,APO,175,0.0002178003902982994
405,APP,345,0.0004293779123023617
406,APQ,0,0.0
407,APR,62,7.716356684854036e-05
408,APS,40,4.9782946353897006e-05
409,APT,29,3.609263610657533e-05
410,APU,66,8.214186148393006e-05
411,APV,1,1.2445736588474252e-06
412,APW,3,3.7337209765422758e-06
413,APX,0,0.0
414,APY,2,2.4891473176948504e-06
415,APZ,0,0.0
416,AQA,3,3.7337209765422758e-06
417,AQB,1,1.2445736588474252e-06
418,AQC,0,0.0
419,AQD,0,0.0
420,AQE,2,2.4891473176948504e-06
421,AQF,0,0.0
422,AQG,0,0.0
423,AQH,0,0.0
424,AQI,4,4.978294635389701e-06
425,AQJ,0,0.0
426,AQK,0,0.0
427,AQL,0,0.0
428,AQM,0,0.0
429,AQN,0,0.0
430,AQO,1,1.2445736588474252e-06
431,AQP,0,0.0
432,AQQ,2,2.4891473176948504e-06
433,AQR,0,0.0
434,AQS,1,1.2445736588474252e-06
435,AQT,0,0.0
436,AQU,118,0.00014685969174399617
437,AQV,1,1.2445736588474252e-06
438,AQW,0,0.0
439,AQX,0,0.0
440,AQY,0,0.0
441,AQZ,0,0.0
442,ARA,1416,0.001762316300927954
443,ARB,402,0.000500318610856665
444,ARC,790,0.000983213190489466
445,ARD,1751,0.0021792484766418414
446,ARE,962,0.001197279859811223
447,ARF,86,0.00010703333466087858
448,ARG,440,0.0005476124098928671
449,ARH,60,7.467441953084551e-05
450,ARI,1367,0.0017013321916444302
451,ARJ,31,3.858178342427018e-05
452,ARK,438,0.0005451232625751722
453,ARL,428,0.0005326775259866979
454,ARM,383,0.00047667171133856386
455,ARN,587,0.0007305647377434386
456,ARO,771,0.0009595662909713649
457,ARP,159,0.0001978872117567406
458,ARQ,49,6.098410928352384e-05
459,ARR,1210,0.0015059341272053845
460,ARS,499,0.0006210422557648652
461,ART,1583,0.0019701601019554743
462,ARU,174,0.000216555816639452
463,ARV,155,0.0001929089171213509
464,ARW,63,7.840814050738779e-05
465,ARX,5,6.222868294237126e-06
466,ARY,229,0.0002850073678760604
467,ARZ,208,0.00025887132104026445
468,ASA,381,0.000474182564020869
469,ASB,60,7.467441953084551e-05
470,ASC,425,0.0005289438050101557
471,ASD,19,2.3646899518101078e-05
472,ASE,392,0.0004878728742681907
473,ASF,9,1.1201162929626827e-05
474,ASG,20,2.4891473176948503e-05
475,ASH,525,0.0006534011708948982
476,ASI,444,0.0005525907045282569
477,ASJ,1,1.2445736588474252e-06
478,ASK,313,0.0003895515552192441
479,ASL,119,0.0001481042654028436
480,ASM,74,9.209845075470946e-05
481,ASN,68,8.463100880162491e-05
482,ASO,216,0.00026882791031104385
483,ASP,136,0.00016926201760324982
484,ASQ,84,0.00010454418734318373
485,ASR,23,2.862519415349078e-05
486,ASS,932,0.0011599426500458004
487,AST,851,0.0010591321836791589
488,ASU,102,0.00012694651320243737
489,ASV,4,4.978294635389701e-06
490,ASW,28,3.4848062447727906e-05
491,ASX,0,0.0
492,ASY,25,3.111434147118563e-05
493,ASZ,107,0.00013316938149667449
494,ATA,434,0.0005401449679397826
495,ATB,5,6.222868294237126e-06
496,ATC,136,0.00016926201760324982
497,ATD,3,3.7337209765422758e-06
498,ATE,614,0.0007641682265323191
499,ATF,11,1.3690310247321678e-05
500,ATG,4,4.978294635389701e-06
501,ATH,627,0.0007803476840973357
502,ATI,357,0.0004443127962085308
503,ATJ,5,6.222868294237126e-06
504,ATK,89,0.00011076705563742085
505,ATL,112,0.00013939224979091162
506,ATM,40,4.9782946353897006e-05
507,ATN,41,5.102752001274443e-05
508,ATO,488,0.0006073519455175435
509,ATP,1,1.2445736588474252e-06
510,ATQ,0,0.0
511,ATR,164,0.00020411008005097772
512,ATS,177,0.00022028953761599426
513,ATT,911,0.0011338066032100043
514,ATU,132,0.00016428372296786012
515,ATV,8,9.956589270779402e-06
516,ATW,25,3.111434147118563e-05
517,ATX,0,0.0
518,ATY,55,6.845155123660839e-05
519,ATZ,200,0.00024891473176948505
520,AUA,13,1.6179457565016528e-05
521,AUB,145,0.00018046318053287666
522,AUC,140,0.00017424031223863952
523,AUD,257,0.0003198554303237883
524,AUE,265,0.0003298120195945677
525,AUF,109,0.00013565852881436934
526,AUG,529,0.000658379465530288
527,AUH,14,1.7424031223863953e-05
528,AUI,7,8.712015611931977e-06
529,AUJ,8,9.956589270779402e-06
530,AUK,45,5.600581464813414e-05
531,AUL,398,0.0004953403162212752
532,AUM,231,0.0002874965151937552
533,AUN,150,0.00018668604882711377
534,AUO,2,2.4891473176948504e-06
535,AUP,71,8.836472977816719e-05
536,AUQ,4,4.978294635389701e-06
537,AUR,241,0.0002999422517822295
538,AUS,547,0.0006807817913895416
539,AUT,265,0.0003298120195945677
540,AUU,0,0.0
541,AUV,40,4.9782946353897006e-05
542,AUW,20,2.4891473176948503e-05
543,AUX,143,0.0001779740332151818
544,AUY,6,7.4674419530845516e-06
545,AUZ,31,3.858178342427018e-05
546,AVA,473,0.0005886833406348321
547,AVB,0,0.0
548,AVC,8,9.956589270779402e-06
549,AVD,6,7.4674419530845516e-06
550,AVE,737,0.0009172507865705524
551,AVF,0,0.0
552,AVG,1,1.2445736588474252e-06
553,AVH,0,0.0
554,AVI,490,0.0006098410928352384
555,AVJ,1,1.2445736588474252e-06
556,AVK,7,8.712015611931977e-06
557,AVL,70,8.712015611931976e-05
558,AVM,0,0.0
559,AVN,12,1.4934883906169103e-05
560,AVO,164,0.00020411008005097772
561,AVP,0,0.0
562,AVQ,0,0.0
563,AVR,61,7.591899318969294e-05
564,AVS,19,2.3646899518101078e-05
565,AVT,3,3.7337209765422758e-06
566,AVU,24,2.9869767812338206e-05
567,AVV,3,3.7337209765422758e-06
568,AVW,0,0.0
569,AVX,0,0.0
570,AVY,26,3.2358915130033056e-05
571,AVZ,0,0.0
572,AWA,331,0.00041195388107849776
573,AWB,14,1.7424031223863953e-05
574,AWC,17,2.1157752200406228e-05
575,AWD,25,3.111434147118563e-05
576,AWE,70,8.712015611931976e-05
577,AWF,7,8.712015611931977e-06
578,AWG,4,4.978294635389701e-06
579,AWH,22,2.7380620494643356e-05
580,AWI,78,9.707674539009916e-05
581,AWJ,0,0.0
582,AWK,38,4.7293799036202156e-05
583,AWL,64,7.965271416623521e-05
584,AWM,7,8.712015611931977e-06
585,AWN,31,3.858178342427018e-05
586,AWO,32,3.9826357083117606e-05
587,AWP,1,1.2445736588474252e-06
588,AWQ,0,0.0
589,AWR,31,3.858178342427018e-05
590,AWS,55,6.845155123660839e-05
591,AWT,25,3.111434147118563e-05
592,AWU,5,6.222868294237126e-06
593,AWV,7,8.712015611931977e-06
594,AWW,4,4.978294635389701e-06
595,AWX,1,1.2445736588474252e-06
596,AWY,11,1.3690310247321678e-05
597,AWZ,3,3.7337209765422758e-06
598,AXA,10,1.2445736588474251e-05
599,AXB,7,8.712015611931977e-06
600,AXC,5,6.222868294237126e-06
601,AXD,0,0.0
602,AXE,24,2.9869767812338206e-05
603,AXF,2,2.4891473176948504e-06
604,AXG,0,0.0
605,AXH,5,6.222868294237126e-06
606,AXI,21,2.613604683579593e-05
607,AXJ,0,0.0
608,AXK,0,0.0
609,AXL,7,8.712015611931977e-06
610,AXM,7,8.712015611931977e-06
611,AXN,2,2.4891473176948504e-06
612,AXO,7,8.712015611931977e-06
613,AXP,0,0.0
614,AXQ,0,0.0
615,AXR,0,0.0
616,AXS,5,6.222868294237126e-06
617,AXT,24,2.9869767812338206e-05
618,AXU,2,2.4891473176948504e-06
619,AXV,1,1.2445736588474252e-06
620,AXW,1,1.2445736588474252e-06
621,AXX,0,0.0
622,AXY,0,0.0
623,AXZ,0,0.0
624,AYA,299,0.00037212752399538016
625,AYB,53,6.596240391891354e-05
626,AYC,33,4.107093074196503e-05
627,AYD,73,9.085387709586204e-05
628,AYE,224,0.00027878449958182325
629,AYF,12,1.4934883906169103e-05
630,AYG,8,9.956589270779402e-06
631,AYH,29,3.609263610657533e-05
632,AYI,13,1.6179457565016528e-05
633,AYJ,2,2.4891473176948504e-06
634,AYK,11,1.3690310247321678e-05
635,AYL,103,0.00012819108686128479
636,AYM,67,8.338643514277749e-05
637,AYN,98,0.00012196821856704768
638,AYO,117,0.00014561511808514876
639,AYP,5,6.222868294237126e-06
640,AYQ,0,0.0
641,AYR,33,4.107093074196503e-05
642,AYS,78,9.707674539009916e-05
643,AYT,55,6.845155123660839e-05
644,AYU,22,2.7380620494643356e-05
645,AYV,8,9.956589270779402e-06
646,AYW,16,1.9913178541558803e-05
647,AYX,0,0.0
648,AYY,17,2.1157752200406228e-05
649,AYZ,12,1.4934883906169103e-05
650,AZA,294,0.000365904655701143
651,AZB,7,8.712015611931977e-06
652,AZC,19,2.3646899518101078e-05
653,AZD,21,2.613604683579593e-05
654,AZE,182,0.0002265124059102314
655,AZF,1,1.2445736588474252e-06
656,AZG,10,1.2445736588474251e-05
657,AZH,6,7.4674419530845516e-06
658,AZI,188,0.00023397984786331595
659,AZJ,1,1.2445736588474252e-06
660,AZK,4,4.978294635389701e-06
661,AZL,32,3.9826357083117606e-05
662,AZM,29,3.609263610657533e-05
663,AZN,12,1.4934883906169103e-05
664,AZO,105,0.00013068023417897964
665,AZP,2,2.4891473176948504e-06
666,AZQ,39,4.853837269504958e-05
667,AZR,10,1.2445736588474251e-05
668,AZS,4,4.978294635389701e-06
669,AZT,1,1.2445736588474252e-06
670,AZU,57,7.094069855430324e-05
671,AZV,3,3.7337209765422758e-06
672,AZW,4,4.978294635389701e-06
673,AZX,0,0.0
674,AZY,17,2.1157752200406228e-05
675,AZZ,249,0.0003098988410530089
676,BAA,36,4.4804651718507306e-05
677,BAB,107,0.00013316938149667449
678,BAC,687,0.0008550221036281811
679,BAD,153,0.00019041976980365606
680,BAE,54,6.720697757776096e-05
681,BAF,13,1.6179457565016528e-05
682,BAG,114,0.00014188139710860647
683,BAH,81,0.00010081046636664144
684,BAI,116,0.00014437054442630132
685,BAJ,39,4.853837269504958e-05
686,BAK,145,0.00018046318053287666
687,BAL,675,0.0008400872197220121
688,BAM,41,5.102752001274443e-05
689,BAN,538,0.0006695806284599148
690,BAO,14,1.7424031223863953e-05
691,BAP,17,2.1157752200406228e-05
692,BAQ,9,1.1201162929626827e-05
693,BAR,1338,0.0016652395555378549
694,BAS,359,0.00044680194352622566
695,BAT,306,0.0003808395396073121
696,BAU,562,0.000699450396272253
697,BAV,14,1.7424031223863953e-05
698,BAW,20,2.4891473176948503e-05
699,BAX,10,1.2445736588474251e-05
700,BAY,149,0.00018544147516826636
701,BAZ,72,8.960930343701461e-05
702,BBA,93,0.00011574535027281055
703,BBB,0,0.0
704,BBC,0,0.0
705,BBD,0,0.0
706,BBE,220,0.00027380620494643355
707,BBF,0,0.0
708,BBG,0,0.0
709,BBH,0,0.0
710,BBI,101,0.00012570193954358994
711,BBJ,0,0.0
712,BBK,0,0.0
713,BBL,33,4.107093074196503e-05
714,BBM,0,0.0
715,BBN,0,0.0
716,BBO,41,5.102752001274443e-05
717,BBP,0,0.0
718,BBQ,0,0.0
719,BBR,13,1.6179457565016528e-05
720,BBS,40,4.9782946353897006e-05
721,BBT,0,0.0
722,BBU,7,8.712015611931977e-06
723,BBV,0,0.0
724,BBW,0,0.0
725,BBX,0,0.0
726,BBY,20,2.4891473176948503e-05
727,BBZ,0,0.0
728,BCA,1,1.2445736588474252e-06
729,BCB,0,0.0
730,BCC,0,0.0
731,BCD,0,0.0
732,BCE,1,1.2445736588474252e-06
733,BCF,0,0.0
734,BCG,0,0.0
735,BCH,1,1.2445736588474252e-06
736,BCI,0,0.0
737,BCJ,0,0.0
738,BCK,3,3.7337209765422758e-06
739,BCL,0,0.0
740,BCM,0,0.0
741,BCN,0,0.0
742,BCO,1,1.2445736588474252e-06
743,BCP,0,0.0
744,BCQ,0,0.0
745,BCR,0,0.0
746,BCS,0,0.0
747,BCT,0,0.0
748,BCU,0,0.0
749,BCV,0,0.0
750,BCW,0,0.0
751,BCX,0,0.0
752,BCY,0,0.0
753,BCZ,8,9.956589270779402e-06
754,BDA,12,1.4934883906169103e-05
755,BDB,0,0.0
756,BDC,0,0.0
757,BDD,0,0.0
758,BDE,45,5.600581464813414e-05
759,BDF,0,0.0
760,BDG,0,0.0
761,BDH,0,0.0
762,BDI,11,1.3690310247321678e-05
763,BDJ,0,0.0
764,BDK,0,0.0
765,BDL,0,0.0
766,BDM,0,0.0
767,BDN,0,0.0
768,BDO,11,1.3690310247321678e-05
769,BDP,0,0.0
770,BDQ,0,0.0
771,BDR,0,0.0
772,BDS,0,0.0
773,BDT,0,0.0
774,BDU,49,6.098410928352384e-05
775,BDV,0,0.0
776,BDW,0,0.0
777,BDX,0,0.0
778,BDY,1,1.2445736588474252e-06
779,BDZ,0,0.0
780,BEA,287,0.00035719264008921106
781,BEB,27,3.360348878888048e-05
782,BEC,386,0.0004804054323151061
783,BED,122,0.00015183798637938587
784,BEE,220,0.00027380620494643355
785,BEF,6,7.4674419530845516e-06
786,BEG,63,7.840814050738779e-05
