,pairs,counts,probs
4747,HAP,120,0.00014934883906169102
4748,HAQ,10,1.2445736588474251e-05
4749,HAR,1662,0.0020684814210044206
4750,HAS,312,0.00038830698156039665
4751,HAT,297,0.0003696383766776853
4752,HAU,489,0.0006085965191763909
4753,HAV,214,0.00026633876299334897
4754,HAW,197,0.0002451810107929428
4755,HAX,10,1.2445736588474251e-05
4756,HAY,168,0.00020908837468636745
4757,HAZ,77,9.583217173125174e-05
4758,HBA,73,9.085387709586204e-05
4759,HBB,0,0.0
4760,HBC,0,0.0
4761,HBD,0,0.0
4762,HBE,55,6.845155123660839e-05
4763,HBF,0,0.0
4764,HBG,0,0.0
4765,HBH,0,0.0
4766,HBI,6,7.4674419530845516e-06
4767,HBJ,0,0.0
4768,HBK,0,0.0
4769,HBL,1,1.2445736588474252e-06
4770,HBM,0,0.0
4771,HBN,0,0.0
4772,HBO,20,2.4891473176948503e-05
4773,HBP,0,0.0
4774,HBQ,0,0.0
4775,HBR,10,1.2445736588474251e-05
4776,HBS,0,0.0
4777,HBT,0,0.0
4778,HBU,15,1.8668604882711378e-05
4779,HBV,0,0.0
4780,HBW,0,0.0
4781,HBX,0,0.0
4782,HBY,8,9.956589270779402e-06
4783,HBZ,0,0.0
4784,HCA,4,4.978294635389701e-06
4785,HCB,0,0.0
4786,HCC,0,0.0
4787,HCD,0,0.0
4788,HCE,1,1.2445736588474252e-06
4789,HCF,0,0.0
4790,HCG,0,0.0
4791,HCH,13,1.6179457565016528e-05
4792,HCI,2,2.4891473176948504e-06
4793,HCJ,0,0.0
4794,HCK,0,0.0
4795,HCL,2,2.4891473176948504e-06
4796,HCM,0,0.0
4797,HCN,0,0.0
4798,HCO,29,3.609263610657533e-05
4799,HCP,0,0.0
4800,HCQ,0,0.0
4801,HCR,7,8.712015611931977e-06
4802,HCS,0,0.0
4803,HCT,0,0.0
4804,HCU,3,3.7337209765422758e-06
4805,HCV,0,0.0
4806,HCW,0,0.0
4807,HCX,0,0.0
4808,HCY,0,0.0
4809,HCZ,0,0.0
4810,HDA,15,1.8668604882711378e-05
4811,HDB,0,0.0
4812,HDC,0,0.0
4813,HDD,0,0.0
4814,HDE,25,3.111434147118563e-05
4815,HDF,0,0.0
4816,HDG,0,0.0
4817,HDH,0,0.0
4818,HDI,3,3.7337209765422758e-06
4819,HDJ,0,0.0
4820,HDK,0,0.0
4821,HDL,0,0.0
4822,HDM,0,0.0
4823,HDN,0,0.0
4824,HDO,8,9.956589270779402e-06
4825,HDP,0,0.0
4826,HDQ,0,0.0
4827,HDR,1,1.2445736588474252e-06
4828,HDS,0,0.0
4829,HDT,0,0.0
4830,HDU,1,1.2445736588474252e-06
4831,HDV,0,0.0
4832,HDW,0,0.0
4833,HDX,0,0.0
4834,HDY,1,1.2445736588474252e-06
4835,HDZ,0,0.0
4836,HEA,371,0.00046173682743239476
4837,HEB,72,8.960930343701461e-05
4838,HEC,102,0.00012694651320243737
4839,HED,120,0.00014934883906169102
4840,HEE,238,0.0002962085308056872
4841,HEF,81,0.00010081046636664144
4842,HEG,77,9.583217173125174e-05
4843,HEH,37,4.604922537735473e-05
4844,HEI,671,0.0008351089250866223
4845,HEJ,11,1.3690310247321678e-05
4846,HEK,72,8.960930343701461e-05
4847,HEL,833,0.0010367298578199053
4848,HEM,201,0.0002501593054283325
4849,HEN,789,0.0009819686168306184
4850,HEO,35,4.356007805965988e-05
4851,HEP,76,9.458759807240431e-05
4852,HEQ,0,0.0
4853,HER,2162,0.002690768250428133
4854,HES,260,0.00032358915130033055
4855,HET,248,0.00030865426739416145
4856,HEU,110,0.00013690310247321677
4857,HEV,68,8.463100880162491e-05
4858,HEW,88,0.00010952248197857343
4859,HEX,12,1.4934883906169103e-05
4860,HEY,173,0.00021531124298060456
4861,HEZ,108,0.00013441395515552192
4862,HFA,2,2.4891473176948504e-06
4863,HFB,0,0.0
4864,HFC,0,0.0
4865,HFD,0,0.0
4866,HFE,10,1.2445736588474251e-05
4867,HFF,1,1.2445736588474252e-06
4868,HFG,0,0.0
4869,HFH,0,0.0
4870,HFI,27,3.360348878888048e-05
4871,HFJ,0,0.0
4872,HFK,0,0.0
4873,HFL,0,0.0
4874,HFM,0,0.0
4875,HFN,0,0.0
4876,HFO,25,3.111434147118563e-05
4877,HFP,0,0.0
4878,HFQ,0,0.0
4879,HFR,1,1.2445736588474252e-06
4880,HFS,0,0.0
4881,HFT,0,0.0
4882,HFU,7,8.712015611931977e-06
4883,HFV,0,0.0
4884,HFW,0,0.0
4885,HFX,0,0.0
4886,HFY,0,0.0
4887,HFZ,0,0.0
4888,HGA,9,1.1201162929626827e-05
4889,HGB,0,0.0
4890,HGC,0,0.0
4891,HGD,0,0.0
4892,HGE,10,1.2445736588474251e-05
4893,HGF,0,0.0
4894,HGG,0,0.0
4895,HGH,3,3.7337209765422758e-06
4896,HGI,1,1.2445736588474252e-06
4897,HGJ,0,0.0
4898,HGK,0,0.0
4899,HGL,0,0.0
4900,HGM,0,0.0
4901,HGN,0,0.0
4902,HGO,5,6.222868294237126e-06
4903,HGP,0,0.0
4904,HGQ,0,0.0
4905,HGR,0,0.0
4906,HGS,0,0.0
4907,HGT,0,0.0
4908,HGU,0,0.0
4909,HGV,0,0.0
4910,HGW,0,0.0
4911,HGX,0,0.0
4912,HGY,0,0.0
4913,HGZ,0,0.0
4914,HHA,31,3.858178342427018e-05
4915,HHB,0,0.0
4916,HHC,0,0.0
4917,HHD,0,0.0
4918,HHE,16,1.9913178541558803e-05
4919,HHF,0,0.0
4920,HHG,0,0.0
4921,HHH,0,0.0
4922,HHI,7,8.712015611931977e-06
4923,HHJ,0,0.0
4924,HHK,0,0.0
4925,HHL,0,0.0
4926,HHM,1,1.2445736588474252e-06
4927,HHN,0,0.0
4928,HHO,37,4.604922537735473e-05
4929,HHP,0,0.0
4930,HHQ,0,0.0
4931,HHR,0,0.0
4932,HHS,0,0.0
4933,HHT,0,0.0
4934,HHU,7,8.712015611931977e-06
4935,HHV,0,0.0
4936,HHW,0,0.0
4937,HHX,0,0.0
4938,HHY,0,0.0
4939,HHZ,0,0.0
4940,HIA,206,0.00025638217372256957
4941,HIB,71,8.836472977816719e-05
4942,HIC,131,0.0001630391493090127
4943,HID,75,9.334302441355689e-05
4944,HIE,337,0.0004194213230315823
4945,HIF,42,5.227209367159186e-05
4946,HIG,124,0.00015432713369708072
4947,HIH,13,1.6179457565016528e-05
4948,HII,2,2.4891473176948504e-06
4949,HIJ,11,1.3690310247321678e-05
4950,HIK,62,7.716356684854036e-05
4951,HIL,551,0.0006857600860249313
4952,HIM,235,0.0002924748098291449
4953,HIN,672,0.0008363534987454698
4954,HIO,171,0.0002128220956629097
4955,HIP,89,0.00011076705563742085
4956,HIQ,5,6.222868294237126e-06
4957,HIR,292,0.00036341550838344815
4958,HIS,157,0.00019539806443904576
4959,HIT,308,0.00038332868692500695
4960,HIU,22,2.7380620494643356e-05
4961,HIV,32,3.9826357083117606e-05
4962,HIW,5,6.222868294237126e-06
4963,HIX,5,6.222868294237126e-06
4964,HIY,13,1.6179457565016528e-05
4965,HIZ,29,3.609263610657533e-05
4966,HJA,3,3.7337209765422758e-06
4967,HJB,0,0.0
4968,HJC,0,0.0
4969,HJD,0,0.0
4970,HJE,12,1.4934883906169103e-05
4971,HJF,0,0.0
4972,HJG,0,0.0
4973,HJH,0,0.0
4974,HJI,2,2.4891473176948504e-06
4975,HJJ,0,0.0
4976,HJK,0,0.0
4977,HJL,0,0.0
4978,HJM,0,0.0
4979,HJN,0,0.0
4980,HJO,6,7.4674419530845516e-06
4981,HJP,0,0.0
4982,HJQ,0,0.0
4983,HJR,0,0.0
4984,HJS,0,0.0
4985,HJT,0,0.0
4986,HJU,0,0.0
4987,HJV,0,0.0
4988,HJW,0,0.0
4989,HJX,0,0.0
4990,HJY,0,0.0
4991,HJZ,0,0.0
4992,HKA,29,3.609263610657533e-05
4993,HKB,0,0.0
4994,HKC,0,0.0
4995,HKD,0,0.0
4996,HKE,79,9.832131904894659e-05
4997,HKF,0,0.0
4998,HKG,0,0.0
4999,HKH,0,0.0
5000,HKI,15,1.8668604882711378e-05
5001,HKJ,0,0.0
5002,HKK,0,0.0
5003,HKL,1,1.2445736588474252e-06
5004,HKM,0,0.0
5005,HKN,1,1.2445736588474252e-06
5006,HKO,49,6.098410928352384e-05
5007,HKP,0,0.0
5008,HKQ,0,0.0
5009,HKR,1,1.2445736588474252e-06
5010,HKS,0,0.0
5011,HKT,0,0.0
5012,HKU,4,4.978294635389701e-06
5013,HKV,0,0.0
5014,HKW,0,0.0
5015,HKX,0,0.0
5016,HKY,1,1.2445736588474252e-06
5017,HKZ,0,0.0
5018,HLA,167,0.00020784380102752
5019,HLB,34,4.2315504400812456e-05
5020,HLC,0,0.0
5021,HLD,3,3.7337209765422758e-06
5022,HLE,525,0.0006534011708948982
5023,HLF,17,2.1157752200406228e-05
5024,HLG,8,9.956589270779402e-06
5025,HLH,30,3.7337209765422756e-05
5026,HLI,225,0.0002800290732406707
5027,HLJ,0,0.0
5028,HLK,27,3.360348878888048e-05
5029,HLL,5,6.222868294237126e-06
5030,HLM,72,8.960930343701461e-05
5031,HLN,1,1.2445736588474252e-06
5032,HLO,62,7.716356684854036e-05
5033,HLP,0,0.0
5034,HLQ,3,3.7337209765422758e-06
5035,HLR,7,8.712015611931977e-06
5036,HLS,46,5.725038830698156e-05
5037,HLT,4,4.978294635389701e-06
5038,HLU,23,2.862519415349078e-05
5039,HLV,1,1.2445736588474252e-06
5040,HLW,4,4.978294635389701e-06
5041,HLX,0,0.0
5042,HLY,14,1.7424031223863953e-05
5043,HLZ,0,0.0
5044,HMA,395,0.000491606595244733
5045,HMB,4,4.978294635389701e-06
5046,HMC,0,0.0
5047,HMD,1,1.2445736588474252e-06
5048,HME,164,0.00020411008005097772
5049,HMF,1,1.2445736588474252e-06
5050,HMG,0,0.0
5051,HMH,1,1.2445736588474252e-06
5052,HMI,127,0.000158060854673623
5053,HMJ,0,0.0
5054,HMK,7,8.712015611931977e-06
5055,HML,4,4.978294635389701e-06
5056,HMM,0,0.0
5057,HMN,0,0.0
5058,HMO,34,4.2315504400812456e-05
5059,HMP,0,0.0
5060,HMQ,0,0.0
5061,HMR,0,0.0
5062,HMS,9,1.1201162929626827e-05
5063,HMT,0,0.0
5064,HMU,29,3.609263610657533e-05
5065,HMV,0,0.0
5066,HMW,0,0.0
5067,HMX,0,0.0
5068,HMY,3,3.7337209765422758e-06
5069,HMZ,0,0.0
5070,HNA,92,0.00011450077661396313
5071,HNB,4,4.978294635389701e-06
5072,HNC,4,4.978294635389701e-06
5073,HND,5,6.222868294237126e-06
5074,HNE,338,0.0004206658966904297
5075,HNF,1,1.2445736588474252e-06
5076,HNG,4,4.978294635389701e-06
5077,HNH,9,1.1201162929626827e-05
5078,HNI,84,0.00010454418734318373
5079,HNJ,0,0.0
5080,HNK,29,3.609263610657533e-05
5081,HNL,15,1.8668604882711378e-05
5082,HNM,4,4.978294635389701e-06
5083,HNN,2,2.4891473176948504e-06
5084,HNO,30,3.7337209765422756e-05
5085,HNP,0,0.0
5086,HNQ,0,0.0
5087,HNR,2,2.4891473176948504e-06
5088,HNS,44,5.476124098928671e-05
5089,HNT,0,0.0
5090,HNU,13,1.6179457565016528e-05
5091,HNV,0,0.0
5092,HNW,1,1.2445736588474252e-06
5093,HNX,0,0.0
5094,HNY,4,4.978294635389701e-06
5095,HNZ,1,1.2445736588474252e-06
5096,HOA,49,6.098410928352384e-05
5097,HOB,67,8.338643514277749e-05
5098,HOC,102,0.00012694651320243737
5099,HOD,108,0.00013441395515552192
5100,HOE,353,0.0004393345015731411
5101,HOF,362,0.0004505356645027679
5102,HOG,67,8.338643514277749e-05
5103,HOH,49,6.098410928352384e-05
5104,HOI,39,4.853837269504958e-05
5105,HOJ,15,1.8668604882711378e-05
5106,HOK,32,3.9826357083117606e-05
5107,HOL,858,0.0010678441992910909
5108,HOM,182,0.0002265124059102314
5109,HON,291,0.00036217093472460076
5110,HOO,197,0.0002451810107929428
5111,HOP,119,0.0001481042654028436
5112,HOQ,7,8.712015611931977e-06
5113,HOR,660,0.0008214186148393006
5114,HOS,151,0.0001879306224859612
5115,HOT,137,0.00017050659126209726
5116,HOU,404,0.0005028077581743597
5117,HOV,106,0.00013192480783782707
5118,HOW,225,0.0002800290732406707
5119,HOX,9,1.1201162929626827e-05
5120,HOY,44,5.476124098928671e-05
5121,HOZ,8,9.956589270779402e-06
5122,HPA,6,7.4674419530845516e-06
5123,HPB,0,0.0
5124,HPC,0,0.0
5125,HPD,0,0.0
5126,HPE,3,3.7337209765422758e-06
5127,HPF,0,0.0
5128,HPG,0,0.0
5129,HPH,0,0.0
5130,HPI,1,1.2445736588474252e-06
5131,HPJ,0,0.0
5132,HPK,0,0.0
5133,HPL,0,0.0
5134,HPM,0,0.0
5135,HPN,0,0.0
5136,HPO,2,2.4891473176948504e-06
5137,HPP,0,0.0
5138,HPQ,0,0.0
5139,HPR,0,0.0
5140,HPS,0,0.0
5141,HPT,0,0.0
5142,HPU,1,1.2445736588474252e-06
5143,HPV,0,0.0
5144,HPW,0,0.0
5145,HPX,0,0.0
5146,HPY,0,0.0
5147,HPZ,0,0.0
5148,HQA,0,0.0
5149,HQB,0,0.0
5150,HQC,0,0.0
5151,HQD,0,0.0
5152,HQE,0,0.0
5153,HQF,0,0.0
5154,HQG,0,0.0
5155,HQH,0,0.0
5156,HQI,0,0.0
5157,HQJ,0,0.0
5158,HQK,0,0.0
5159,HQL,0,0.0
5160,HQM,0,0.0
5161,HQN,0,0.0
5162,HQO,0,0.0
5163,HQP,0,0.0
5164,HQQ,0,0.0
5165,HQR,0,0.0
5166,HQS,0,0.0
5167,HQT,0,0.0
5168,HQU,3,3.7337209765422758e-06
5169,HQV,0,0.0
5170,HQW,0,0.0
5171,HQX,0,0.0
5172,HQY,0,0.0
5173,HQZ,0,0.0
5174,HRA,153,0.00019041976980365606
5175,HRB,18,2.2402325859253653e-05
5176,HRC,0,0.0
5177,HRD,5,6.222868294237126e-06
5178,HRE,243,0.0003024313990999243
5179,HRF,2,2.4891473176948504e-06
5180,HRG,3,3.7337209765422758e-06
5181,HRH,9,1.1201162929626827e-05
5182,HRI,281,0.0003497251981361265
5183,HRJ,0,0.0
5184,HRK,14,1.7424031223863953e-05
5185,HRL,28,3.4848062447727906e-05
5186,HRM,44,5.476124098928671e-05
5187,HRN,11,1.3690310247321678e-05
5188,HRO,155,0.0001929089171213509
5189,HRP,0,0.0
5190,HRQ,0,0.0
5191,HRR,0,0.0
5192,HRS,19,2.3646899518101078e-05
5193,HRT,14,1.7424031223863953e-05
5194,HRU,38,4.7293799036202156e-05
5195,HRV,1,1.2445736588474252e-06
5196,HRW,2,2.4891473176948504e-06
5197,HRX,0,0.0
5198,HRY,35,4.356007805965988e-05
5199,HRZ,4,4.978294635389701e-06
5200,HSA,8,9.956589270779402e-06
5201,HSB,1,1.2445736588474252e-06
5202,HSC,11,1.3690310247321678e-05
5203,HSD,0,0.0
5204,HSE,38,4.7293799036202156e-05
5205,HSF,0,0.0
5206,HSG,0,0.0
5207,HSH,8,9.956589270779402e-06
5208,HSI,13,1.6179457565016528e-05
5209,HSJ,0,0.0
5210,HSK,0,0.0
5211,HSL,8,9.956589270779402e-06
5212,HSM,5,6.222868294237126e-06
5213,HSN,2,2.4891473176948504e-06
5214,HSO,10,1.2445736588474251e-05
5215,HSP,2,2.4891473176948504e-06
5216,HSQ,0,0.0
5217,HSR,0,0.0
5218,HSS,0,0.0
5219,HST,26,3.2358915130033056e-05
5220,HSU,2,2.4891473176948504e-06
5221,HSV,0,0.0
5222,HSW,3,3.7337209765422758e-06
5223,HSX,0,0.0
5224,HSY,0,0.0
5225,HSZ,0,0.0
5226,HTA,43,5.351666733043929e-05
5227,HTB,8,9.956589270779402e-06
5228,HTC,2,2.4891473176948504e-06
5229,HTD,0,0.0
5230,HTE,176,0.00021904496395714685
5231,HTF,7,8.712015611931977e-06
5232,HTG,1,1.2445736588474252e-06
5233,HTH,11,1.3690310247321678e-05
5234,HTI,34,4.2315504400812456e-05
5235,HTJ,1,1.2445736588474252e-06
5236,HTK,0,0.0
5237,HTL,24,2.9869767812338206e-05
5238,HTM,29,3.609263610657533e-05
5239,HTN,16,1.9913178541558803e-05
5240,HTO,54,6.720697757776096e-05
5241,HTP,0,0.0
5242,HTQ,0,0.0
5243,HTR,13,1.6179457565016528e-05
5244,HTS,21,2.613604683579593e-05
5245,HTT,0,0.0
5246,HTU,3,3.7337209765422758e-06
5247,HTV,0,0.0
5248,HTW,3,3.7337209765422758e-06
5249,HTX,0,0.0
5250,HTY,16,1.9913178541558803e-05
5251,HTZ,3,3.7337209765422758e-06
5252,HUA,46,5.725038830698156e-05
5253,HUB,97,0.00012072364490820025
5254,HUC,59,7.342984587199809e-05
5255,HUD,79,9.832131904894659e-05
5256,HUE,185,0.00023024612688677366
5257,HUF,59,7.342984587199809e-05
5258,HUG,82,0.00010205504002548886
5259,HUH,28,3.4848062447727906e-05
5260,HUI,86,0.00010703333466087858
5261,HUJ,5,6.222868294237126e-06
5262,HUK,102,0.00012694651320243737
5263,HUL,202,0.0002514038790871799
5264,HUM,163,0.0002028655063921303
5265,HUN,178,0.0002215341112748417
5266,HUO,20,2.4891473176948503e-05
5267,HUP,39,4.853837269504958e-05
5268,HUQ,2,2.4891473176948504e-06
5269,HUR,254,0.000316121709347246
5270,HUS,181,0.00022526783225138396
5271,HUT,147,0.0001829523278505715
5272,HUU,6,7.4674419530845516e-06
5273,HUV,4,4.978294635389701e-06
5274,HUW,4,4.978294635389701e-06
5275,HUX,8,9.956589270779402e-06
5276,HUY,25,3.111434147118563e-05
5277,HUZ,6,7.4674419530845516e-06
5278,HVA,8,9.956589270779402e-06
5279,HVB,0,0.0
5280,HVC,0,0.0
5281,HVD,0,0.0
5282,HVE,7,8.712015611931977e-06
5283,HVF,0,0.0
5284,HVG,0,0.0
5285,HVH,0,0.0
5286,HVI,8,9.956589270779402e-06
5287,HVJ,0,0.0
5288,HVK,0,0.0
5289,HVL,0,0.0
5290,HVM,0,0.0
5291,HVN,0,0.0
5292,HVO,0,0.0
5293,HVP,0,0.0
5294,HVQ,0,0.0
5295,HVR,0,0.0
5296,HVS,0,0.0
5297,HVT,0,0.0
5298,HVU,0,0.0
5299,HVV,0,0.0
5300,HVW,0,0.0
5301,HVX,0,0.0
5302,HVY,0,0.0
5303,HVZ,0,0.0
5304,HWA,167,0.00020784380102752
5305,HWB,0,0.0
5306,HWC,0,0.0
5307,HWD,0,0.0
5308,HWE,125,0.00015557170735592816
5309,HWF,0,0.0
5310,HWG,0,0.0
5311,HWH,0,0.0
5312,HWI,63,7.840814050738779e-05
5313,HWJ,0,0.0
5314,HWK,0,0.0
5315,HWL,0,0.0
5316,HWM,0,0.0
5317,HWN,0,0.0
5318,HWO,29,3.609263610657533e-05
5319,HWP,0,0.0
5320,HWQ,0,0.0
5321,HWR,1,1.2445736588474252e-06
5322,HWS,0,0.0
5323,HWT,0,0.0
5324,HWU,3,3.7337209765422758e-06
5325,HWV,0,0.0
5326,HWW,0,0.0
5327,HWX,0,0.0
5328,HWY,1,1.2445736588474252e-06
5329,HWZ,0,0.0
5330,HXA,0,0.0
5331,HXB,0,0.0
5332,HXC,0,0.0
5333,HXD,0,0.0
5334,HXE,0,0.0
5335,HXF,0,0.0
5336,HXG,0,0.0
5337,HXH,0,0.0
5338,HXI,0,0.0
5339,HXJ,0,0.0
5340,HXK,0,0.0
5341,HXL,0,0.0
5342,HXM,0,0.0
5343,HXN,0,0.0
5344,HXO,0,0.0
5345,HXP,0,0.0
5346,HXQ,0,0.0
5347,HXR,0,0.0
5348,HXS,0,0.0
5349,HXT,0,0.0
5350,HXU,0,0.0
5351,HXV,0,0.0
5352,HXW,0,0.0
5353,HXX,0,0.0
5354,HXY,0,0.0
5355,HXZ,0,0.0
5356,HYA,35,4.356007805965988e-05
5357,HYB,8,9.956589270779402e-06
5358,HYC,2,2.4891473176948504e-06
5359,HYD,20,2.4891473176948503e-05
5360,HYE,13,1.6179457565016528e-05
5361,HYF,3,3.7337209765422758e-06
5362,HYG,3,3.7337209765422758e-06
5363,HYH,1,1.2445736588474252e-06
5364,HYI,2,2.4891473176948504e-06
5365,HYJ,1,1.2445736588474252e-06
5366,HYK,5,6.222868294237126e-06
5367,HYL,17,2.1157752200406228e-05
5368,HYM,25,3.111434147118563e-05
5369,HYN,29,3.609263610657533e-05
5370,HYO,3,3.7337209765422758e-06
5371,HYP,3,3.7337209765422758e-06
5372,HYQ,0,0.0
5373,HYR,7,8.712015611931977e-06
5374,HYS,29,3.609263610657533e-05
5375,HYT,15,1.8668604882711378e-05
5376,HYU,5,6.222868294237126e-06
5377,HYV,2,2.4891473176948504e-06
5378,HYW,0,0.0
5379,HYX,0,0.0
5380,HYY,0,0.0
5381,HYZ,2,2.4891473176948504e-06
5382,HZA,4,4.978294635389701e-06
5383,HZB,0,0.0
5384,HZC,0,0.0
5385,HZD,0,0.0
5386,HZE,0,0.0
5387,HZF,0,0.0
5388,HZG,0,0.0
5389,HZH,0,0.0
5390,HZI,1,1.2445736588474252e-06
5391,HZJ,0,0.0
5392,HZK,0,0.0
5393,HZL,0,0.0
5394,HZM,0,0.0
5395,HZN,0,0.0
5396,HZO,0,0.0
5397,HZP,0,0.0
5398,HZQ,0,0.0
5399,HZR,0,0.0
5400,HZS,0,0.0
5401,HZT,0,0.0
5402,HZU,0,0.0
5403,HZV,0,0.0
5404,HZW,0,0.0
5405,HZX,0,0.0
5406,HZY,0,0.0
5407,HZZ,0,0.0
5408,IAA,7,8.712015611931977e-06
5409,IAB,16,1.9913178541558803e-05
5410,IAC,152,0.00018917519614480862
5411,IAD,61,7.591899318969294e-05
5412,IAE,6,7.4674419530845516e-06
5413,IAF,18,2.2402325859253653e-05
5414,IAG,81,0.00010081046636664144
5415,IAH,40,4.9782946353897006e-05
5416,IAI,14,1.7424031223863953e-05
5417,IAJ,5,6.222868294237126e-06
5418,IAK,226,0.0002812736468995181
5419,IAL,143,0.0001779740332151818
5420,IAM,145,0.00018046318053287666
5421,IAN,1271,0.0015818531203950774
5422,IAO,25,3.111434147118563e-05
5423,IAP,30,3.7337209765422756e-05
5424,IAQ,8,9.956589270779402e-06
5425,IAR,282,0.0003509697717949739
5426,IAS,189,0.00023522442152216336
5427,IAT,101,0.00012570193954358994
5428,IAU,23,2.862519415349078e-05
5429,IAV,32,3.9826357083117606e-05
5430,IAW,7,8.712015611931977e-06
5431,IAX,0,0.0
5432,IAY,3,3.7337209765422758e-06
5433,IAZ,111,0.0001381476761320642
5434,IBA,147,0.0001829523278505715
5435,IBB,158,0.00019664263809789317
5436,IBC,1,1.2445736588474252e-06
5437,IBD,1,1.2445736588474252e-06
5438,IBE,243,0.0003024313990999243
5439,IBF,2,2.4891473176948504e-06
5440,IBG,0,0.0
5441,IBH,5,6.222868294237126e-06
5442,IBI,72,8.960930343701461e-05
5443,IBJ,0,0.0
5444,IBK,2,2.4891473176948504e-06
5445,IBL,81,0.00010081046636664144
5446,IBM,4,4.978294635389701e-06
5447,IBN,7,8.712015611931977e-06
5448,IBO,84,0.00010454418734318373
5449,IBP,1,1.2445736588474252e-06
5450,IBQ,0,0.0
5451,IBR,41,5.102752001274443e-05
5452,IBS,13,1.6179457565016528e-05
5453,IBT,1,1.2445736588474252e-06
5454,IBU,42,5.227209367159186e-05
5455,IBV,0,0.0
5456,IBW,1,1.2445736588474252e-06
5457,IBX,0,0.0
5458,IBY,11,1.3690310247321678e-05
5459,IBZ,1,1.2445736588474252e-06
5460,ICA,323,0.00040199729180771836
5461,ICB,1,1.2445736588474252e-06
5462,ICC,175,0.0002178003902982994
5463,ICD,3,3.7337209765422758e-06
5464,ICE,298,0.0003708829503365327
5465,ICF,0,0.0
5466,ICG,0,0.0
5467,ICH,1768,0.002200406228842248
5468,ICI,152,0.00018917519614480862
5469,ICJ,0,0.0
5470,ICK,1868,0.0023248635947269902
5471,ICL,24,2.9869767812338206e-05
5472,ICM,1,1.2445736588474252e-06
5473,ICN,1,1.2445736588474252e-06
5474,ICO,378,0.0004704488430443267
5475,ICP,1,1.2445736588474252e-06
5476,ICQ,1,1.2445736588474252e-06
5477,ICR,13,1.6179457565016528e-05
5478,ICS,9,1.1201162929626827e-05
5479,ICT,27,3.360348878888048e-05
5480,ICU,45,5.600581464813414e-05
5481,ICV,0,0.0
5482,ICW,1,1.2445736588474252e-06
5483,ICX,0,0.0
5484,ICY,4,4.978294635389701e-06
5485,ICZ,299,0.00037212752399538016
5486,IDA,222,0.0002762953522641284
5487,IDB,11,1.3690310247321678e-05
5488,IDC,4,4.978294635389701e-06
5489,IDD,147,0.0001829523278505715
5490,IDE,511,0.0006359771396710343
5491,IDF,1,1.2445736588474252e-06
5492,IDG,214,0.00026633876299334897
5493,IDH,25,3.111434147118563e-05
5494,IDI,150,0.00018668604882711377
5495,IDJ,1,1.2445736588474252e-06
5496,IDK,5,6.222868294237126e-06
5497,IDL,112,0.00013939224979091162
5498,IDM,37,4.604922537735473e-05
5499,IDN,21,2.613604683579593e-05
5500,IDO,165,0.00020535465370982516
5501,IDP,1,1.2445736588474252e-06
5502,IDQ,0,0.0
5503,IDR,34,4.2315504400812456e-05
5504,IDS,23,2.862519415349078e-05
5505,IDT,54,6.720697757776096e-05
5506,IDU,23,2.862519415349078e-05
5507,IDV,0,0.0
5508,IDW,16,1.9913178541558803e-05
5509,IDX,0,0.0
5510,IDY,25,3.111434147118563e-05
5511,IDZ,5,6.222868294237126e-06
5512,IEA,18,2.2402325859253653e-05
5513,IEB,215,0.0002675833366521964
5514,IEC,201,0.0002501593054283325
5515,IED,282,0.0003509697717949739
5516,IEE,2,2.4891473176948504e-06
5517,IEF,106,0.00013192480783782707
5518,IEG,191,0.0002377135688398582
5519,IEH,77,9.583217173125174e-05
5520,IEI,3,3.7337209765422758e-06
5521,IEJ,20,2.4891473176948503e-05
5522,IEK,76,9.458759807240431e-05
5523,IEL,900,0.0011201162929626828
5524,IEM,146,0.00018170775419172407
5525,IEN,432,0.0005376558206220877
5526,IEO,1,1.2445736588474252e-06
5527,IEP,51,6.347325660121869e-05
5528,IEQ,0,0.0
5529,IER,1615,0.002009986459038592
5530,IES,497,0.0006185531084471704
5531,IET,341,0.000424399617666972
5532,IEU,62,7.716356684854036e-05
5533,IEV,66,8.214186148393006e-05
5534,IEW,206,0.00025638217372256957
5535,IEX,2,2.4891473176948504e-06
5536,IEY,3,3.7337209765422758e-06
5537,IEZ,35,4.356007805965988e-05
5538,IFA,43,5.351666733043929e-05
5539,IFB,0,0.0
5540,IFC,0,0.0
5541,IFD,0,0.0
5542,IFE,110,0.00013690310247321677
5543,IFF,269,0.0003347903142299574
5544,IFG,1,1.2445736588474252e-06
5545,IFH,2,2.4891473176948504e-06
5546,IFI,46,5.725038830698156e-05
5547,IFJ,0,0.0
5548,IFK,13,1.6179457565016528e-05
5549,IFL,20,2.4891473176948503e-05
5550,IFM,2,2.4891473176948504e-06
5551,IFN,1,1.2445736588474252e-06
5552,IFO,53,6.596240391891354e-05
5553,IFP,0,0.0
5554,IFQ,1,1.2445736588474252e-06
5555,IFR,23,2.862519415349078e-05
5556,IFS,14,1.7424031223863953e-05
5557,IFT,20,2.4891473176948503e-05
5558,IFU,21,2.613604683579593e-05
5559,IFV,0,0.0
5560,IFW,0,0.0
5561,IFX,0,0.0
5562,IFY,2,2.4891473176948504e-06
5563,IFZ,1,1.2445736588474252e-06
5564,IGA,312,0.00038830698156039665
5565,IGB,18,2.2402325859253653e-05
5566,IGC,1,1.2445736588474252e-06
5567,IGD,17,2.1157752200406228e-05
