,name,gender,count,eligible,vowels,rem_count
47883,Jinessa,F,5,,2,0
47884,Jinette,F,5,,2,0
47885,Jing,F,125,,4,0
47886,Jing,M,10,,4,0
47887,Jinger,F,478,,3,0
47888,Jingyi,F,23,,2,0
47889,Jinhee,F,5,,2,0
47890,Jini,F,61,,3,0
47891,Jiniyah,F,5,,1,0
47892,Jinjer,F,5,,3,0
47893,Jinks,M,11,,4,0
47894,Jinna,F,164,,3,0
47895,Jinnah,F,10,,3,0
47896,Jinni,F,5,,3,0
47897,Jinnie,F,844,,2,0
47898,Jinnifer,F,148,,2,0
47899,Jinny,F,815,,3,0
47900,Jino,M,25,,3,0
47901,Jinora,F,58,,2,0
47902,Jinu,M,24,,3,0
47903,Jinwoo,M,10,,2,0
47904,Jinx,F,176,,4,0
47905,Jio,M,12,,3,0
47906,Jion,M,17,,3,0
47907,Jioni,M,5,,2,0
47908,Jionna,F,28,,2,0
47909,Jionni,F,22,,2,0
47910,Jionni,M,1064,,2,0
47911,Jionnie,M,7,,1,0
47912,Jionny,M,28,,2,0
47913,Jiovana,F,10,,1,0
47914,Jiovani,M,532,,1,0
47915,Jiovanna,F,135,,1,0
47916,Jiovanni,M,1757,,1,0
47917,Jiovannie,M,5,,0,0
47918,Jiovanny,M,408,,1,0
47919,Jiovany,M,155,,1,0
47920,Jiovonni,M,40,,1,0
47921,Jiquan,M,14,,2,0
47922,Jiquez,M,5,,2,0
47923,Jira,F,5,,3,0
47924,Jirah,F,190,,3,0
47925,Jirah,M,28,,3,0
47926,Jiraiya,F,15,,0,0
47927,Jiraiya,M,519,,0,0
47928,Jiram,M,13,,3,0
47929,Jireh,F,724,,3,0
47930,Jireh,M,678,,3,0
47931,Jiren,M,54,,3,0
47932,Jireth,F,5,,3,0
47933,Jiri,M,16,,3,0
47934,Jiro,M,343,,3,0
47935,Jiromi,F,10,,2,0
47936,Jiron,M,6,,3,0
47937,Jisaiah,M,43,,1,0
47938,Jisel,F,367,,3,0
47939,Jisela,F,373,,2,0
47940,Jisele,F,121,,2,0
47941,Jisell,F,99,,3,0
47942,Jisella,F,69,,2,0
47943,Jiselle,F,2155,,2,0
47944,Jisha,F,33,,3,0
47945,Jishnu,M,72,,3,0
47946,Jisiah,M,11,,2,0
47947,Jisoo,F,11,,2,0
47948,Jissel,F,460,,3,0
47949,Jissela,F,13,,2,0
47950,Jissele,F,11,,2,0
47951,Jissell,F,73,,3,0
47952,Jisselle,F,383,,2,0
47953,Jissie,F,10,,2,0
47954,Jissie,M,45,,2,0
47955,Jiten,M,20,,3,0
47956,Jitesh,M,10,,3,0
47957,Jitsuo,M,30,,2,0
47958,Jitu,M,7,,3,0
47959,Jitzel,F,30,,3,0
47960,Jiuliana,F,13,,0,0
47961,Jivan,M,149,,3,0
47962,Jivon,M,12,,3,0
47963,Jiwon,F,20,,3,0
47964,Jiwoo,F,49,,2,0
47965,Jiwoo,M,16,,2,0
47966,Jiya,F,1587,,2,0
47967,Jiyaan,M,71,,1,0
47968,Jiyah,F,198,,2,0
47969,Jiyan,M,68,,2,0
47970,Jiyana,F,32,,1,0
47971,Jiyanna,F,5,,1,0
47972,Jiyoung,F,5,,1,0
47973,Jiyu,F,6,,2,0
47974,Jizel,F,130,,3,0
47975,Jizele,F,13,,2,0
47976,Jizell,F,19,,3,0
47977,Jizelle,F,963,,2,0
47978,Jizzel,F,17,,3,0
47979,Jizzelle,F,56,,2,0
47980,Jj,M,536,,5,0
47981,Jjames,M,6,,3,0
47982,Jjesus,M,197,,3,0
47983,Jjuan,M,36,,3,0
47984,Jkai,M,69,,3,0
47985,Jkari,M,13,,3,0
47986,Jkayla,F,103,,2,0
47987,Jkhari,M,13,,3,0
47988,Jkia,F,5,,3,0
47989,Jkira,F,7,,3,0
47990,Jkiyah,F,6,,2,0
47991,Jkobe,M,57,,3,0
47992,Jkobi,M,5,,3,0
47993,Jkwan,M,5,,4,0
47994,Jkwon,M,173,,4,0
47995,Jkyla,F,6,,3,0
47996,Jl,M,32,,5,0
47997,Jla,F,205,,4,0
47998,Jlah,F,59,,4,0
47999,Jlan,M,6,,4,0
48000,Jlani,F,10,,3,0
48001,Jlaya,F,10,,2,0
48002,Jlayah,F,11,,2,0
48003,Jlea,F,5,,3,0
48004,Jleah,F,11,,3,0
48005,Jlee,F,68,,3,0
48006,Jleigh,F,67,,3,0
48007,Jlen,M,88,,4,0
48008,Jliana,F,5,,2,0
48009,Jlin,M,17,,4,0
48010,Jlisa,F,31,,3,0
48011,Jliyah,F,18,,2,0
48012,Jlon,M,67,,4,0
48013,Jlyn,F,164,,4,0
48014,Jlyn,M,110,,4,0
48015,Jlynn,F,714,,4,0
48016,Jlynn,M,64,,4,0
48017,Jlyssa,F,6,,3,0
48018,Jm,M,5,,5,0
48019,Jmar,M,45,,4,0
48020,Jmarcus,M,46,,3,0
48021,Jmari,M,208,,3,0
48022,Jmarie,F,59,,2,0
48023,Jmarion,M,141,,2,0
48024,Jmauri,M,17,,2,0
48025,Jmaya,F,17,,2,0
48026,Jme,F,5,,4,0
48027,Jmere,M,5,,3,0
48028,Jmia,F,12,,3,0
48029,Jmichael,M,65,,2,0
48030,Jmir,M,17,,4,0
48031,Jmiyah,F,42,,2,0
48032,Jmya,F,220,,3,0
48033,Jmyah,F,11,,3,0
48034,Jmyiah,F,5,,2,0
48035,Jmyra,F,5,,3,0
48036,Jnae,F,203,,3,0
48037,Jnai,F,150,,3,0
48038,Jnaiya,F,5,,1,0
48039,Jnasia,F,5,,2,0
48040,Jnay,F,5,,3,0
48041,Jnaya,F,85,,2,0
48042,Jnia,F,22,,3,0
48043,Jniah,F,29,,3,0
48044,Jniaya,F,5,,1,0
48045,Jniya,F,234,,2,0
48046,Jniyah,F,247,,2,0
48047,Jno,M,11,,4,0
48048,Jnya,F,178,,3,0
48049,Jnyah,F,84,,3,0
48050,Jnyia,F,17,,2,0
48051,Jnyla,F,27,,3,0
48052,Jo,F,178803,,4,0
48053,Jo,M,1818,,4,0
48054,Joa,F,30,,3,0
48055,Joa,M,10,,3,0
48056,Joab,M,716,,3,0
48057,Joachim,M,1034,,2,0
48058,Joacim,M,6,,2,0
48059,Joah,M,812,,3,0
48060,Joahan,M,143,,2,0
48061,Joahn,M,11,,3,0
48062,Joahna,F,11,,2,0
48063,Joahnna,F,10,,2,0
48064,Joahua,M,5,,1,0
48065,Joakim,M,120,,2,0
48066,Joakima,F,13,,1,0
48067,Joakin,M,17,,2,0
48068,Joal,F,25,,3,0
48069,Joal,M,97,,3,0
48070,Joaly,F,57,,2,0
48071,Joan,F,480051,,3,0
48072,Joan,M,6326,,3,0
48073,Joana,F,7452,,2,0
48074,Joanah,F,16,,2,0
48075,Joanann,F,79,,2,0
48076,Joanathan,M,92,,1,0
48077,Joandaly,F,6,,1,0
48078,Joandra,F,22,,2,0
48079,Joandre,M,5,,2,0
48080,Joandri,M,30,,2,0
48081,Joandry,M,75,,2,0
48082,Joandy,M,93,,2,0
48083,Joane,F,1195,,2,0
48084,Joanel,M,5,,2,0
48085,Joaneliz,F,6,,1,0
48086,Joanell,F,73,,2,0
48087,Joanelle,F,29,,1,0
48088,Joanetta,F,50,,1,0
48089,Joanette,F,367,,1,0
48090,Joangel,M,172,,2,0
48091,Joangela,F,5,,1,0
48092,Joani,F,586,,2,0
48093,Joanie,F,5239,,1,0
48094,Joaniel,M,7,,1,0
48095,Joanita,F,10,,1,0
48096,Joanmarie,F,236,,0,0
48097,Joann,F,156449,,3,0
48098,Joann,M,548,,3,0
48099,Joanna,F,104290,,2,0
48100,Joanna,M,306,,2,0
48101,Joannah,F,380,,2,0
48102,Joannamarie,F,58,,-1,0
48103,Joanne,F,211398,,2,0
48104,Joanne,M,504,,2,0
48105,Joannette,F,10,,1,0
48106,Joannie,F,1541,,1,0
48107,Joanny,F,172,,2,0
48108,Joanny,M,5,,2,0
48109,Joanthan,M,470,,2,0
48110,Joanthon,M,5,,2,0
48111,Joanthony,M,120,,1,0
48112,Joany,F,59,,2,0
48113,Joany,M,5,,2,0
48114,Joao,M,1679,,2,0
48115,Joaogabriel,M,6,,-1,0
48116,Joaolucas,M,14,,0,0
48117,Joaopaulo,M,11,,-1,0
48118,Joaopedro,M,188,,0,0
48119,Joaovictor,M,127,,0,0
48120,Joaovitor,M,5,,0,0
48121,Joaquim,M,755,,1,0
48122,Joaquin,F,53,,1,0
48123,Joaquin,M,28432,,1,0
48124,Joaquina,F,437,,0,0
48125,Joas,M,193,,3,0
48126,Joash,M,281,,3,0
48127,Joason,M,5,,2,0
48128,Joathan,M,31,,2,0
48129,Job,M,3005,,4,0
48130,Joban,M,26,,3,0
48131,Jobana,F,30,,2,0
48132,Jobani,M,216,,2,0
48133,Jobanny,M,62,,2,0
48134,Jobany,M,265,,2,0
48135,Jobari,M,5,,2,0
48136,Jobe,M,1231,,3,0
48137,Joben,M,19,,3,0
48138,Jobeth,F,486,,3,0
48139,Jobey,M,33,,2,0
48140,Jobi,F,42,,3,0
48141,Jobi,M,6,,3,0
48142,Jobie,F,55,,2,0
48143,Jobie,M,442,,2,0
48144,Jobin,M,93,,3,0
48145,Jobina,F,126,,2,0
48146,Jobita,F,7,,2,0
48147,Joby,F,68,,3,0
48148,Joby,M,1134,,3,0
48149,Jobyna,F,39,,2,0
48150,Joc,M,6,,4,0
48151,Jocabed,F,227,,2,0
48152,Jocabeth,F,5,,2,0
48153,Jocalyn,F,55,,2,0
48154,Jocalynn,F,18,,2,0
48155,Jocarol,F,15,,2,0
48156,Jocasta,F,10,,2,0
48157,Joce,M,10,,3,0
48158,Jocee,F,229,,2,0
48159,Joceleen,F,5,,1,0
48160,Jocelene,F,9,,1,0
48161,Jocelin,F,2550,,2,0
48162,Joceline,F,1543,,1,0
48163,Jocelinne,F,6,,1,0
48164,Jocell,F,31,,3,0
48165,Jocelle,F,5,,2,0
48166,Jocellyn,F,55,,2,0
48167,Jocely,F,31,,2,0
48168,Jocelyn,F,105732,,2,0
48169,Jocelyn,M,351,,2,0
48170,Jocelyne,F,4117,,1,0
48171,Jocelynmarie,F,5,,-1,0
48172,Jocelynn,F,6014,,2,0
48173,Jocelynne,F,577,,1,0
48174,Jocene,F,6,,2,0
48175,Jocephus,M,6,,2,0
48176,Jocey,F,59,,2,0
48177,Joceyln,F,41,,2,0
48178,Jochebed,F,102,,2,0
48179,Jochelle,F,6,,2,0
48180,Jochen,M,5,,3,0
48181,Joci,F,98,,3,0
48182,Jociah,M,16,,2,0
48183,Jocie,F,625,,2,0
48184,Jociel,M,5,,2,0
48185,Jocile,F,10,,2,0
48186,Jocilyn,F,383,,2,0
48187,Jocilynn,F,77,,2,0
48188,Jocinda,F,10,,2,0
48189,Jock,M,1090,,4,0
48190,Jocko,M,5,,3,0
48191,Joclyn,F,634,,3,0
48192,Joclynn,F,153,,3,0
48193,Jocob,M,341,,3,0
48194,Jocoby,M,7,,2,0
48195,Jocqua,M,5,,2,0
48196,Jocqueline,F,10,,0,0
48197,Jocques,M,13,,2,0
48198,Jocquez,M,12,,2,0
48199,Jocqui,M,41,,2,0
48200,Jocsan,M,201,,3,0
48201,Jocylin,F,17,,2,0
48202,Jocylyn,F,9,,2,0
48203,Joda,F,95,,3,0
48204,Joda,M,17,,3,0
48205,Jodan,M,27,,3,0
48206,Jodana,F,5,,2,0
48207,Jodanna,F,11,,2,0
48208,Jodarius,M,5,,1,0
48209,Joddie,F,34,,2,0
48210,Joddie,M,12,,2,0
48211,Jode,F,146,,3,0
48212,Jode,M,25,,3,0
48213,Jodean,F,448,,2,0
48214,Jodeane,F,14,,1,0
48215,Jodeci,F,350,,2,0
48216,Jodeci,M,338,,2,0
48217,Jodee,F,3096,,2,0
48218,Jodee,M,33,,2,0
48219,Jodeen,F,343,,2,0
48220,Jodel,F,65,,3,0
48221,Jodell,F,813,,3,0
48222,Jodelle,F,324,,2,0
48223,Joden,M,102,,3,0
48224,Jodena,F,5,,2,0
48225,Jodene,F,957,,2,0
48226,Jodette,F,132,,2,0
48227,Jodey,F,50,,2,0
48228,Jodey,M,93,,2,0
48229,Jodhveer,M,5,,2,0
48230,Jodi,F,79392,,3,0
48231,Jodi,M,927,,3,0
48232,Jodiann,F,157,,2,0
48233,Jodianne,F,20,,1,0
48234,Jodice,M,7,,2,0
48235,Jodie,F,27163,,2,0
48236,Jodie,M,3609,,2,0
48237,Jodiel,M,5,,2,0
48238,Jodilyn,F,76,,2,0
48239,Jodilynn,F,47,,2,0
48240,Jodina,F,12,,2,0
48241,Jodine,F,514,,2,0
48242,Jodonna,F,13,,2,0
48243,Jody,F,55711,,3,0
48244,Jody,M,31260,,3,0
48245,Jodyann,F,5,,2,0
48246,Jodye,F,64,,2,0
48247,Jodyne,F,5,,2,0
48248,Joe,F,11323,,3,0
48249,Joe,M,451879,,3,0
48250,Joean,F,58,,2,0
48251,Joeana,F,6,,1,0
48252,Joeangel,M,315,,1,0
48253,Joeann,F,1283,,2,0
48254,Joeanna,F,485,,1,0
48255,Joeanne,F,137,,1,0
48256,Joeanthony,M,268,,0,0
48257,Joeb,M,41,,3,0
48258,Joed,M,16,,3,0
48259,Joedon,M,6,,2,0
48260,Joedy,F,15,,2,0
48261,Joedy,M,180,,2,0
48262,Joee,F,89,,2,0
48263,Joee,M,5,,2,0
48264,Joeen,F,5,,2,0
48265,Joei,F,410,,2,0
48266,Joeisha,F,10,,1,0
48267,Joel,F,2558,,3,0
48268,Joel,M,267060,,3,0
48269,Joela,F,17,,2,0
48270,Joelaine,F,5,,0,0
48271,Joelan,M,5,,2,0
48272,Joele,F,21,,2,0
48273,Joelee,F,123,,1,0
48274,Joeleen,F,206,,1,0
48275,Joeleigh,F,5,,1,0
48276,Joelene,F,1129,,1,0
48277,Joeley,F,5,,1,0
48278,Joeli,F,213,,2,0
48279,Joelia,F,15,,1,0
48280,Joelie,F,204,,1,0
48281,Joeliel,M,5,,1,0
48282,Joelina,F,15,,1,0
48283,Joeline,F,78,,1,0
48284,Joelis,F,16,,2,0
48285,Joelisa,F,36,,1,0
48286,Joelissa,F,5,,1,0
48287,Joeliz,F,47,,2,0
48288,Joell,F,1029,,3,0
48289,Joell,M,1035,,3,0
48290,Joella,F,3821,,2,0
48291,Joelle,F,13768,,2,0
48292,Joelle,M,411,,2,0
48293,Joellen,F,5354,,2,0
48294,Joelliane,F,17,,0,0
48295,Joellie,F,49,,1,0
48296,Joelly,F,157,,2,0
48297,Joellyn,F,861,,2,0
48298,Joelouis,M,5,,0,0
48299,Joely,F,1657,,2,0
48300,Joelyn,F,719,,2,0
48301,Joelyne,F,5,,1,0
48302,Joelynn,F,223,,2,0
48303,Joelys,F,81,,2,0
48304,Joemar,M,34,,2,0
48305,Joemichael,M,13,,0,0
48306,Joemy,F,12,,2,0
48307,Joen,F,34,,3,0
48308,Joen,M,60,,3,0
48309,Joena,F,6,,2,0
48310,Joenathan,M,312,,1,0
48311,Joene,F,94,,2,0
48312,Joenell,F,10,,2,0
48313,Joeph,M,144,,3,0
48314,Joephine,F,11,,1,0
48315,Joequan,M,13,,1,0
48316,Joeray,M,19,,1,0
48317,Joerell,M,12,,2,0
48318,Joes,M,12,,3,0
48319,Joesef,M,10,,2,0
48320,Joeseph,M,2827,,2,0
48321,Joesette,F,18,,1,0
48322,Joesha,F,18,,2,0
48323,Joesiah,M,465,,1,0
48324,Joesiyah,M,6,,0,0
48325,Joesph,F,12,,3,0
48326,Joesph,M,15530,,3,0
48327,Joesphine,F,628,,1,0
48328,Joetta,F,3540,,2,0
48329,Joette,F,2000,,2,0
48330,Joevan,M,5,,2,0
48331,Joevani,M,28,,1,0
48332,Joevanni,M,65,,1,0
48333,Joevanny,M,23,,1,0
48334,Joevany,M,29,,1,0
48335,Joevon,M,170,,2,0
48336,Joey,F,6535,,2,0
48337,Joey,M,51870,,2,0
48338,Joeylynn,F,6,,1,0
48339,Joezette,F,5,,1,0
48340,Joeziah,M,97,,1,0
48341,Joffre,M,193,,3,0
48342,Joffrey,M,77,,2,0
48343,Jofiel,M,25,,2,0
48344,Jogina,F,5,,2,0
48345,Joh,M,409,,4,0
48346,Johaan,M,68,,2,0
48347,Johah,M,29,,3,0
48348,Johan,F,135,,3,0
48349,Johan,M,11171,,3,0
48350,Johana,F,6283,,2,0
48351,Johana,M,11,,2,0
48352,Johanah,F,5,,2,0
48353,Johanan,M,217,,2,0
48354,Johandry,M,27,,2,0
48355,Johandy,M,16,,2,0
48356,Johaniel,M,5,,1,0
48357,Johann,F,650,,3,0
48358,Johann,M,4263,,3,0
48359,Johanna,F,51556,,2,0
48360,Johanna,M,129,,2,0
48361,Johannah,F,2952,,2,0
48362,Johanne,F,1436,,2,0
48363,Johannes,M,1945,,2,0
48364,Johannie,F,5,,1,0
48365,Johanny,F,306,,2,0
48366,Johanny,M,42,,2,0
48367,Johansel,M,40,,2,0
48368,Johansen,M,23,,2,0
48369,Johanson,M,5,,2,0
48370,Johanthan,M,106,,2,0
48371,Johany,F,78,,2,0
48372,Johany,M,50,,2,0
48373,Johao,M,11,,2,0
48374,Johar,M,5,,3,0
48375,Johara,F,68,,2,0
48376,Johari,F,304,,2,0
48377,Johari,M,175,,2,0
48378,Joharis,F,12,,2,0
48379,Johary,M,5,,2,0
48380,Johathan,M,1935,,2,0
48381,Johathon,M,114,,2,0
48382,Johaun,M,13,,2,0
48383,Johel,M,41,,3,0
48384,Johhny,M,11,,3,0
48385,Johileny,F,12,,1,0
48386,Johm,M,82,,4,0
48387,John,F,21737,,4,0
48388,John,M,5134472,,4,0
48389,Johna,F,2451,,3,0
48390,Johna,M,6,,3,0
48391,Johnaaron,M,6,,1,0
48392,Johnadam,M,5,,2,0
48393,Johnae,F,697,,2,0
48394,Johnael,M,6,,2,0
48395,Johnah,F,7,,3,0
48396,Johnai,F,10,,2,0
48397,Johnalbert,M,5,,2,0
48398,Johnalexander,M,5,,0,0
48399,Johnallen,M,20,,2,0
48400,Johnalyn,F,5,,2,0
48401,Johnan,M,6,,3,0
48402,Johnandrew,M,43,,2,0
48403,Johnanna,F,59,,2,0
48404,Johnanthan,M,10,,2,0
48405,Johnanthony,M,503,,1,0
48406,Johnas,M,32,,3,0
48407,Johnasia,F,121,,1,0
48408,Johnatan,M,675,,2,0
48409,Johnatha,M,57,,2,0
48410,Johnathan,F,349,,2,0
48411,Johnathan,M,93512,,2,0
48412,Johnathen,M,1326,,2,0
48413,Johnathin,M,159,,2,0
48414,Johnathn,M,34,,3,0
48415,Johnatho,M,12,,2,0
48416,Johnathon,F,52,,2,0
48417,Johnathon,M,24953,,2,0
48418,Johnathyn,M,83,,2,0
48419,Johnaton,M,243,,2,0
48420,Johnattan,M,91,,2,0
48421,Johnavan,M,41,,2,0
48422,Johnaven,M,26,,2,0
48423,Johnavin,M,17,,2,0
48424,Johnavon,M,103,,2,0
48425,Johnay,F,152,,2,0
48426,Johnaya,F,18,,1,0
48427,Johnbenedict,M,14,,1,0
48428,Johncarl,M,10,,3,0
48429,Johncarlo,M,274,,2,0
48430,Johncarlos,M,485,,2,0
48431,Johncarter,M,5,,2,0
48432,Johncharles,M,84,,2,0
48433,Johnchristian,M,45,,1,0
48434,Johnchristopher,M,118,,1,0
48435,Johnda,F,222,,3,0
48436,Johndaniel,M,108,,1,0
48437,Johndavid,M,1091,,2,0
48438,Johndrea,F,7,,2,0
48439,Johne,F,5,,3,0
48440,Johne,M,63,,3,0
48441,Johnea,F,20,,2,0
48442,Johnecia,F,11,,1,0
48443,Johnedward,M,62,,2,0
48444,Johnee,F,50,,2,0
48445,Johneen,F,11,,2,0
48446,Johneice,F,5,,1,0
48447,Johneisha,F,164,,1,0
48448,Johneka,F,10,,2,0
48449,Johnel,F,5,,3,0
48450,Johnel,M,247,,3,0
48451,Johnell,F,355,,3,0
48452,Johnell,M,1214,,3,0
48453,Johnella,F,150,,2,0
48454,Johnelle,F,425,,2,0
48455,Johnelle,M,13,,2,0
48456,Johnene,F,26,,2,0
48457,Johneric,M,71,,2,0
48458,Johnese,F,41,,2,0
48459,Johnesha,F,279,,2,0
48460,Johneshia,F,55,,1,0
48461,Johnesia,F,29,,1,0
48462,Johnessa,F,5,,2,0
48463,Johnethan,M,16,,2,0
48464,Johnetta,F,3200,,2,0
48465,Johnette,F,2004,,2,0
48466,Johney,F,6,,2,0
48467,Johney,M,1519,,2,0
48468,Johnfrancis,M,11,,2,0
48469,Johngabriel,M,64,,1,0
48470,Johnhenry,M,580,,2,0
48471,Johni,F,244,,3,0
48472,Johnia,F,44,,2,0
48473,Johniah,F,11,,2,0
48474,Johnica,F,92,,2,0
48475,Johnice,F,226,,2,0
48476,Johnicia,F,5,,1,0
48477,Johnie,F,5131,,2,0
48478,Johnie,M,20899,,2,0
48479,Johniece,F,62,,1,0
48480,Johniel,M,56,,2,0
48481,Johniesha,F,6,,1,0
48482,Johnika,F,107,,2,0
48483,Johnine,F,55,,2,0
48484,Johniqua,F,60,,1,0
48485,Johnique,F,51,,1,0
48486,Johnise,F,37,,2,0
48487,Johnisha,F,464,,2,0
48488,Johnita,F,576,,2,0
48489,Johnitta,F,5,,2,0
48490,Johniya,F,96,,1,0
48491,Johniyah,F,33,,1,0
48492,Johnjack,M,5,,3,0
48493,Johnjames,M,34,,2,0
48494,Johnjoseph,M,202,,2,0
48495,Johnlee,M,40,,2,0
48496,Johnlloyd,M,5,,2,0
48497,Johnlucas,M,17,,2,0
48498,Johnluis,M,5,,2,0
48499,Johnluke,M,396,,2,0
48500,Johnmarco,M,5,,2,0
48501,Johnmark,M,514,,3,0
48502,Johnmartin,M,5,,2,0
48503,Johnmatthew,M,77,,2,0
48504,Johnmichael,M,2093,,1,0
48505,Johnmorgan,M,5,,2,0
48506,Johnn,M,389,,4,0
48507,Johnna,F,9897,,3,0
48508,Johnnae,F,190,,2,0
48509,Johnnathan,M,284,,2,0
48510,Johnnathon,M,10,,2,0
48511,Johnnay,F,85,,2,0
48512,Johnneisha,F,5,,1,0
48513,Johnnel,M,10,,3,0
48514,Johnnell,M,72,,3,0
48515,Johnnesha,F,19,,2,0
48516,Johnnessa,F,11,,2,0
48517,Johnnetta,F,399,,2,0
48518,Johnnette,F,143,,2,0
48519,Johnney,M,1122,,2,0
48520,Johnni,F,208,,3,0
48521,Johnni,M,11,,3,0
48522,Johnnia,F,5,,2,0
48523,Johnnice,F,5,,2,0
48524,Johnnie,F,48954,,2,0
48525,Johnnie,M,101597,,2,0
48526,Johnniel,M,6,,2,0
48527,Johnniemae,F,9,,0,0
48528,Johnniqua,F,5,,1,0
48529,Johnnisha,F,63,,2,0
48530,Johnnita,F,33,,2,0
48531,Johnny,F,3732,,3,0
48532,Johnny,M,312551,,3,0
48533,Johnnyangel,M,10,,1,0
48534,Johnnye,F,843,,2,0
48535,Johnnye,M,36,,2,0
48536,Johnnyjoe,M,5,,1,0
48537,Johnnylee,M,15,,1,0
48538,Johnnyray,M,42,,1,0
48539,Johnoliver,M,6,,1,0
48540,Johnothan,M,126,,2,0
48541,Johnovan,M,11,,2,0
48542,Johnparker,M,13,,2,0
48543,Johnpatrick,M,423,,2,0
48544,Johnpaul,M,5395,,2,0
48545,Johnpeter,M,30,,2,0
48546,Johnphilip,M,28,,2,0
48547,Johnphillip,M,11,,2,0
48548,Johnray,M,15,,2,0
48549,Johnrichard,M,18,,2,0
48550,Johnrobert,M,350,,2,0
48551,Johnross,M,72,,3,0
48552,Johnrussell,M,7,,2,0
48553,Johnryan,M,105,,2,0
48554,Johnscott,M,5,,3,0
48555,Johnse,M,29,,3,0
48556,Johnsie,F,1254,,2,0
48557,Johnson,F,22,,3,0
48558,Johnson,M,6699,,3,0
48559,Johnston,M,467,,3,0
48560,Johnsy,F,5,,3,0
48561,Johnta,F,5,,3,0
48562,Johnta,M,224,,3,0
48563,Johntae,F,7,,2,0
48564,Johntae,M,314,,2,0
48565,Johntavia,F,5,,1,0
48566,Johntavious,M,198,,0,0
48567,Johntavis,M,21,,2,0
48568,Johntavius,M,83,,1,0
48569,Johntay,M,79,,2,0
48570,Johnte,M,177,,3,0
48571,Johntel,M,6,,3,0
48572,Johntell,M,6,,3,0
48573,Johntez,M,17,,3,0
48574,Johnthan,M,792,,3,0
48575,Johnthomas,M,496,,2,0
48576,Johnthon,M,5,,3,0
48577,Johntrell,M,57,,3,0
48578,Johntyler,M,10,,2,0
48579,Johnvictor,M,19,,2,0
48580,Johnvincent,M,10,,2,0
48581,Johnwesley,M,66,,1,0
48582,Johnwilliam,M,218,,1,0
48583,Johny,F,26,,3,0
48584,Johny,M,3481,,3,0
48585,Johnya,F,6,,2,0
48586,Johnye,F,132,,2,0
48587,Johnyla,F,6,,2,0
48588,Johon,M,16,,3,0
48589,Johonna,F,115,,2,0
48590,Johrdan,M,5,,3,0
48591,Johsua,M,266,,2,0
48592,Johua,M,35,,2,0
48593,Johusa,M,5,,2,0
48594,Johvanna,F,5,,2,0
48595,Johvanny,M,10,,2,0
48596,Joi,F,5615,,3,0
48597,Joia,F,432,,2,0
48598,Joice,F,556,,2,0
48599,Joicy,F,10,,2,0
48600,Joie,F,2495,,2,0
48601,Joie,M,242,,2,0
48602,Joielle,F,6,,1,0
48603,Joilyn,F,5,,2,0
48604,Joise,F,6,,2,0
48605,Joiya,F,37,,1,0
48606,Jojean,F,19,,2,0
48607,Joji,M,21,,3,0
48608,Jojo,F,137,,3,0
48609,Jojo,M,218,,3,0
48610,Jojuan,M,123,,2,0
48611,Jokari,M,5,,2,0
48612,Joksan,M,13,,3,0
48613,Jokubas,M,5,,2,0
48614,Jola,F,86,,3,0
48615,Jolaine,F,259,,1,0
48616,Jolan,F,134,,3,0
48617,Jolan,M,220,,3,0
48618,Jolana,F,76,,2,0
48619,Jolanda,F,1015,,2,0
48620,Jolane,F,197,,2,0
48621,Jolani,F,31,,2,0
48622,Jolanta,F,57,,2,0
48623,Jolaoluwa,F,5,,0,0
48624,Jolayne,F,170,,1,0
48625,Jole,F,53,,3,0
48626,Jole,M,5,,3,0
48627,Jolea,F,175,,2,0
48628,Joleah,F,134,,2,0
48629,Jolean,F,257,,2,0
48630,Jolecia,F,5,,1,0
48631,Jolee,F,3219,,2,0
48632,Joleen,F,6475,,2,0
48633,Joleena,F,109,,1,0
48634,Joleene,F,104,,1,0
48635,Joleesa,F,29,,1,0
48636,Jolei,F,36,,2,0
48637,Joleigh,F,779,,2,0
48638,Joleigha,F,5,,1,0
48639,Jolen,F,10,,3,0
48640,Jolen,M,45,,3,0
48641,Jolena,F,1062,,2,0
48642,Jolene,F,32063,,2,0
48643,Jolene,M,12,,2,0
48644,Jolenna,F,6,,2,0
48645,Jolesa,F,6,,2,0
48646,Jolesha,F,7,,2,0
48647,Jolet,F,15,,3,0
48648,Joleta,F,53,,2,0
48649,Joleth,F,28,,3,0
48650,Joletha,F,6,,2,0
48651,Jolett,F,33,,3,0
48652,Joletta,F,227,,2,0
48653,Jolette,F,676,,2,0
48654,Joley,F,350,,2,0
48655,Joli,F,1126,,3,0
48656,Jolia,F,48,,2,0
48657,Jolian,M,5,,2,0
48658,Joliana,F,81,,1,0
48659,Jolianna,F,41,,1,0
48660,Jolicia,F,62,,1,0
48661,Jolie,F,11720,,2,0
48662,Jolieann,F,5,,1,0
48663,Joliee,F,8,,1,0
48664,Jolien,F,12,,2,0
48665,Joliene,F,66,,1,0
48666,Joliet,F,77,,2,0
48667,Joliette,F,22,,1,0
48668,Jolin,F,388,,3,0
48669,Jolin,M,47,,3,0
48670,Jolina,F,753,,2,0
48671,Jolinda,F,1003,,2,0
48672,Joline,F,2099,,2,0
48673,Jolisa,F,762,,2,0
48674,Jolisha,F,54,,2,0
48675,Jolissa,F,375,,2,0
48676,Jolita,F,121,,2,0
48677,Joliyah,F,75,,1,0
